Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Italy,ITA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,11182,13259,7300,3241,23760,42103,58288,71841,89218,NA
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.3706,6.26664,6.11246,6.25108,6.01654,5.45577,5.31508,5.26062,5.41478,5.16919
Jamaica,JAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,94.52316,90.19674,89.03344,88.88196,84.12385
Jamaica,JAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,1.05793,0.9853,0.98402,0.95526,0.97849
Jamaica,JAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,33441,37054,38036,42794,46930
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.6395,3.64258,3.69226,3.66538,3.59059,NA,3.18618,3.18218,NA,NA
Japan,JPN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,JOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,3.51412,3.28405,3.03435,3.07253
Jordan,JOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,81.1095,78.41475,75.29848,74.58635,79.06508,NA,77.92795,80.01557,80.70693,81.10333
Jordan,JOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98085,0.97741,0.96983,0.97897,0.98928,NA,0.98421,0.98168,0.98193,0.98335
Jordan,JOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,192312,227861,272581,293678,NA,NA,309021,271105,264821,261790
Kazakhstan,KAZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,2.78858,2.9781,2.75082,2.61595,NA
Kazakhstan,KAZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.05179,110.0797,110.66587,112.05372,112.57945,111.74184,110.0342,109.66912,106.76576,105.33019
Kazakhstan,KAZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00522,1.00549,1.00473,1.0028,1.00078,1.00178,1.00264,1.0166,1.0172,1.01801
Kazakhstan,KAZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3203,3727,2357,2428,1070,298,2263,10277,13169,12924
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.50822,5.33529,5.50904,5.41138,5.28021,5.27134,5.36267,5.36668,5.30625,NA
Kenya,KEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,109.87064,NA,106.14536,103.63396,103.39774,NA,NA,NA
Kenya,KEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,1.00825,NA,1.00738,0.99947,1.0037,NA,NA,NA
Kenya,KEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,1381464,NA,NA,NA,NA,NA,NA,NA
Kiribati,KIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,KIR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,114.81853,106.6352,107.52303,104.85785,NA,NA
Kiribati,KIR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,1.01567,1.02041,1.02322,1.07131,NA,NA
Kiribati,KIR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,192,385,280,645,NA,NA
"Korea, Dem. People’s Rep.",PRK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People’s Rep.",PRK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,89.28146,NA
"Korea, Dem. People’s Rep.",PRK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,0.99923,NA
"Korea, Dem. People’s Rep.",PRK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,4.3331,NA,NA,NA
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.76901,101.83958,100.42587,98.10834,98.25035,98.70651,97.64139,97.96419,99.51877,NA
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00092,1.0024,1.00183,1.00088,0.99891,0.99847,0.99847,0.99754,0.99823,NA
"Korea, Rep.",KOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6960,9806,59852,128360,113250,39617,74350,66235,25225,NA
Kosovo,XKX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,XKX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,XKX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,XKX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.207,105.49606,105.58962,105.14894,104.91717,104.27501,102.57234,97.34084,97.21543,94.78166
Kuwait,KWT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98026,0.99762,1.01135,1.02245,1.02143,1.03221,1.03976,1.03327,1.10302,1.15235
Kuwait,KWT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2073,1139,1323,2658,3108,4311,7290,NA,NA,NA
Kyrgyz Republic,KGZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.81883,6.79062,7.38423,6.7802,5.5316,5.98551,6.58615,6.02619,NA,NA
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.06208,99.22913,102.4368,104.40749,105.30471,105.01668,104.05828,106.60869,107.20635,105.38141
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99217,0.99109,0.98744,0.9886,0.99054,0.99271,0.98987,0.99209,0.99348,0.98777
Kyrgyz Republic,KGZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15815,16572,6257,1763,1458,1668,1675,1363,1414,2574
Lao PDR,LAO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.70979,1.70802,1.82147,3.23381,2.93781,NA,NA,NA,NA,NA
Lao PDR,LAO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,117.85283,117.41207,116.57932,116.19968,114.78308,111.25946,107.08054,103.94472,100.35734,98.25884
Lao PDR,LAO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91442,0.92704,0.93407,0.94036,0.94655,0.95433,0.9549,0.9623,0.96227,0.96552
Lao PDR,LAO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,40049,41583,41419,27479,25400,38109,45232,57256,65377,64860
Late-demographic dividend,LTE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Late-demographic dividend,LTE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.37892,101.94681,102.93952,101.68054,99.64862,99.72987,101.18965,102.25446,102.88667,104.22774
Late-demographic dividend,LTE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97903,0.98056,0.98779,0.99214,0.99624,0.9954,1.0009,1.00255,1.00445,1.00405
Late-demographic dividend,LTE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,5063460,4941054,4588648,4512045,4542767,4445790,4446324,4343513,4002320,4329887
Latin America & Caribbean,LCN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.826159954,4.726890087,5.064234972,5.220625162,5.325860023,NA,NA,NA,NA,NA
Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.08113,113.93252,113.94879,109.52477,108.68896,107.84952,107.94318,107.93811,107.87724,108.3746
Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96921,0.96966,0.97576,0.97857,0.97805,0.97973,0.9841,0.9823,0.98479,0.98331
Latin America & Caribbean,LCN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1597979,1637339,1685080,1799292,1990022,1944940,1926141,1825914,1714939,1666889
Latin America & Caribbean (excluding high income),LAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.922935009,4.966430187,5.064234972,5.220625162,5.325860023,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.56834,114.51714,114.55165,109.95248,109.11777,108.27751,108.42961,108.41224,108.34065,108.85363
Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96886,0.96933,0.97569,0.97872,0.97817,0.97995,0.98445,0.9826,0.98519,0.98366
Latin America & Caribbean (excluding high income),LAC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1499931,1520884,1564670,1662172,1832721,1789478,1751201,1663424,1568662,1523015
Latin America & the Caribbean (IDA & IBRD countries),TLA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.35571,114.26048,114.27504,109.77507,108.93548,108.09429,108.2117,108.19426,108.10686,108.58692
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96874,0.96916,0.97532,0.9783,0.97823,0.98006,0.98442,0.98264,0.98511,0.9835
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1551161,1579588,1622632,1733348,1899949,1845676,1818058,1727258,1633746,1598771
Latvia,LVA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.07271,4.93298,6.5825,6.9804,5.2749,5.31413,4.71299,4.39712,NA,NA
Latvia,LVA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.9425,101.51373,100.53698,100.05775,99.77659,99.43079,99.23827,99.46599,99.86065,NA
Latvia,LVA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98085,0.98533,0.99016,0.99363,0.99851,1.00073,1.00078,1.00193,1.00484,NA
Latvia,LVA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,958,852,1639,2115,2262,2406,2107,1854,1382,NA
Least developed countries: UN classification,LDC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.572039962,3.245000005,3.479490042,3.282799959,NA,NA,NA,NA,NA,NA
Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.31053,99.73726,100.57564,100.93,101.37914,100.92204,101.06113,101.22049,101.77165,102.0745
Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93288,0.9283,0.93376,0.93923,0.94361,0.95338,0.9537,0.951,0.94882,0.95047
Least developed countries: UN classification,LDC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,24845175,24003497,23701379,23081640,23166881,24285706,24316204,24472009,24488861,24658428
Lebanon,LBN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.61331,1.65252,2.14809,2.43245,NA,NA,NA,NA,NA,NA
Lebanon,LBN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,LBN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,LBN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lending category not classified,LNX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lending category not classified,LNX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lending category not classified,LNX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lending category not classified,LNX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,7.96332,6.98519,NA
Lesotho,LSO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,122.06482,119.98828,118.52536,114.90215,114.03786,113.66294,114.69739,117.76331,NA,NA
Lesotho,LSO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95778,0.95065,0.95536,0.96141,0.95713,0.95012,0.95015,0.94929,NA,NA
Lesotho,LSO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,33563,33121,32551,29491,28626,23616,16355,7408,NA,NA
Liberia,LBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,1.77712,1.73466,2.2791,NA,NA,2.76128,2.58412,NA
Liberia,LBR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,100.21535,NA,NA,93.06524,90.20212,89.15522,84.7126,NA,NA
Liberia,LBR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.91209,NA,NA,0.91573,0.89947,0.99311,0.99089,NA,NA
Liberia,LBR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,47513,NA,NA,159479,NA,NA
Libya,LBY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,2.55604,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.3374,105.40827,105.11425,NA,102.25564,104.80349,103.37691,102.86659,106.80272,NA
Liechtenstein,LIE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94228,1.00861,1.02419,NA,0.9922,0.98414,0.96183,0.96725,1.00841,NA
Liechtenstein,LIE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15,24,29,NA,44,1,6,NA,3,NA
Lithuania,LTU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.31274,5.12709,4.76923,4.6095,4.49106,4.22989,4.00394,3.81283,NA,NA
Lithuania,LTU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.82954,100.63497,101.57142,101.66433,101.43568,101.94596,102.75126,103.86016,104.2822,NA
Lithuania,LTU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9886,0.98822,0.9946,0.99827,0.99731,0.99725,0.99733,0.99973,1.00032,NA
Lithuania,LTU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,48,99,136,148,72,87,108,247,201,NA
Low & middle income,LMY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.006750107,3.930124998,4.101180077,4.364099979,NA,NA,NA,NA,NA,NA
Low & middle income,LMY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.82286,102.35443,103.34685,104.15358,102.78715,102.52431,104.70995,104.27007,100.06967,100.4877
Low & middle income,LMY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9723,0.97442,0.97907,0.99807,0.99788,0.99933,1.00879,1.00523,0.97892,0.97914
Low & middle income,LMY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,58783081,58718272,57056529,55475156,55340496,56949509,56298921,56237419,56815805,57065870
Low income,LIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.585759997,3.798424959,4.053530216,3.474649906,3.993020058,NA,NA,NA,NA,NA
Low income,LIC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.32413,94.11858,95.78914,95.97465,96.83209,96.21403,96.737,96.93498,97.2768,97.53248
Low income,LIC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.89527,0.89965,0.90527,0.90951,0.9123,0.92146,0.92283,0.92172,0.91834,0.92101
Low income,LIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,20647042,19816574,19496996,19086069,19212785,20068511,19976020,19973445,19840409,20272428
Lower middle income,LMC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.484230042,3.839720011,3.942765117,3.844670057,NA,NA,NA,NA,NA,NA
Lower middle income,LMC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.01621,103.73284,105.30305,107.37048,105.87094,105.6129,109.35618,108.04716,98.99627,99.11898
Lower middle income,LMC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98627,0.98857,0.99849,1.03281,1.0316,1.033,1.04839,1.04197,0.98912,0.98933
Lower middle income,LMC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,31025314,31533803,29942203,28212820,27883827,28963777,28290191,28541791,29118189,28617200
Luxembourg,LUX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,4.09041,NA,4.00789,3.9182,NA,3.56959,NA,NA
Luxembourg,LUX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.08506,97.56597,97.31509,97.11206,97.6524,98.91907,100.63095,101.99621,101.98533,NA
Luxembourg,LUX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01039,1.02052,1.00279,1.00555,1.00258,0.99895,0.99692,0.99446,0.97575,NA
Luxembourg,LUX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1547,1713,1271,1313,1019,384,87,208,369,NA
"Macao SAR, China",MAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.6295,2.68519,3.33736,2.04986,2.03206,2.9817,3.07791,2.68989,2.7387,NA
"Macao SAR, China",MAC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.99891,94.00232,93.66979,94.50169,96.95364,98.52305,100.7958,100.8049,100.06885,100.28329
"Macao SAR, China",MAC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98137,0.98687,0.98233,0.98651,0.99173,0.98414,0.98614,0.98814,0.99346,0.97994
"Macao SAR, China",MAC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,4018,3604,3193,2787,1890,1144,577,655,902,373
Madagascar,MDG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,2.38168,2.34067,1.77694,2.38123,2.21012,2.68719,NA,2.82549,NA
Madagascar,MDG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,142.40313,142.05238,143.04652,143.35275,145.04742,147.29429,143.95325,NA,143.05715,135.21683
Madagascar,MDG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98191,0.98127,0.98719,0.99253,0.99726,0.99973,1.00178,NA,1.00731,1.01724
Madagascar,MDG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,66840,80511
Malawi,MWI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.5398,4.15262,NA,5.41617,4.83984,5.60866,4.74857,4.03133,4.71484,NA
Malawi,MWI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,140.18798,142.29723,142.95457,148.24542,148.77148,147.88121,146.44204,147.76205,143.09862,146.95777
Malawi,MWI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02089,1.0241,1.02167,1.01823,1.01878,1.02041,1.02666,1.03159,1.00899,1.0299
Malawi,MWI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,MYS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.96645,5.76294,5.73903,5.4812,5.21264,4.89487,4.75191,4.67757,4.48126,4.16319
Malaysia,MYS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.20986,101.63896,103.27992,105.15309,104.76151,104.12703,105.67065,106.00638,NA,NA
Malaysia,MYS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00883,1.01077,1.01021,1.00918,1.00747,1.00579,1.01251,1.01329,NA,NA
Malaysia,MYS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,122105,94129,45955,10412,3277,14470,5297,10381,NA,NA
Maldives,MDV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.11747,3.5066,3.76038,3.80012,3.47046,4.36655,4.09971,NA,NA,NA
Maldives,MDV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,100.02451,99.63287,98.07931,98.39517,99.34156
Maldives,MDV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,0.97116,1.00404,1.01949,1.03627,1.02571
Maldives,MDV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,195,1192,1927,1671,1009
Mali,MLI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.34389,3.75423,3.47949,3.28465,3.64807,3.8015,3.09609,3.78731,NA,NA
Mali,MLI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,76.95044,78.27162,75.42195,NA,72.40482,71.5374,72.29217,75.63831,71.60267,NA
Mali,MLI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.85758,0.87009,0.87455,NA,0.8872,0.89754,0.88272,0.89448,0.901,NA
Mali,MLI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,766727,771049,860817,1016025,1032866,1156190,1156107,1032074,1343000,NA
Malta,MLT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.45489,7.79612,6.52243,7.87614,7.20495,5.21635,5.20754,4.82438,NA,NA
Malta,MLT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.88239,101.81991,100.83458,101.9724,103.56389,104.3316,105.09619,105.10351,107.04791,NA
Malta,MLT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00293,1.01173,1.00101,1.00509,1.01409,1.01476,1.02111,1.00193,1.00677,NA
Malta,MLT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,168,25,77,175,166,295,57,NA,NA
Marshall Islands,MHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,MHL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,93.22419,NA,NA,NA,86.46421,84.56508,NA,NA,78.08496
Marshall Islands,MHL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.96936,NA,NA,NA,0.97674,0.99596,NA,NA,0.96443
Marshall Islands,MHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,531,NA,NA,NA,2378,2251,NA,NA,2351
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,2.33102,2.15821,2.29354,NA,NA,1.94406,NA,NA,1.89546
Mauritania,MRT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.96191,100.87,101.42742,101.3972,103.14436,107.0447,99.7792,99.80764,102.75245,103.54707
Mauritania,MRT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.04618,1.05479,1.05178,1.04841,1.05532,1.04896,1.06181,1.06635,1.05809,1.06356
Mauritania,MRT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,145484,145950,156482,144732,135997,NA,164677,138310,129168,156142
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.55147,3.33207,3.4182,3.61579,4.91695,4.88667,5.0136,5.02313,4.83459,4.71935
Mauritius,MUS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.05452,103.41563,103.38538,102.83093,103.50933,103.83742,103.37964,102.43522,102.48569,100.81176
Mauritius,MUS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00514,1.00815,1.00739,1.01698,1.02053,1.01763,1.0179,1.01774,1.02711,1.02579
